Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin %,gross income,Rating,Hour,Month,Month_num
750-90-4730,Branche C,Naypyitaw,Normal,Male,Electronic accessories,49.87,7,15.71,364.8,2019-02-10 14:59:27.567567,11:38,Cash,349.09,4.5,15.71,8.1,11,February,2
750-31-1527,Branche A,Yangon,Member,Female,Health and beauty,28.54,2,3.42,60.5,2019-02-10 21:24:19.459459,13:29,Credit card,57.08,6.0,3.42,6.3,13,February,2
750-86-1932,Branche B,Mandalay,Normal,Male,Home and lifestyle,46.97,6,15.5,297.32,2019-02-11 03:49:11.351351,13:37,Cash,281.82,5.5,15.5,4.8,13,February,2
750-24-6739,Branche B,Mandalay,Member,Female,Fashion accessories,64.39,5,16.74,338.69,2019-02-11 03:49:11.351351,16:44,Cash,321.95,5.2,16.74,5.0,16,February,2
750-25-1991,Branche C,Naypyitaw,Member,Male,Sports and travel,43.96,7,17.54,325.26,2019-02-11 05:57:28.648648,13:35,Cash,307.72,5.7,17.54,9.5,13,February,2
750-33-3333,Branche A,Yangon,Normal,Female,Home and lifestyle,14.91,7,5.74,110.11,2019-02-11 05:57:28.648648,11:59,Ewallet,104.37,5.5,5.74,10.0,11,February,2
750-55-2096,Branche A,Yangon,Member,Male,Health and beauty,87.15,9,47.06,831.41,2019-02-11 05:57:28.648648,11:50,Ewallet,784.35,6.0,47.06,4.1,11,February,2
750-15-5860,Branche B,Mandalay,Normal,Male,Food and beverages,40.43,9,17.47,381.34,2019-02-11 05:57:28.648648,16:24,Cash,363.87,4.8,17.47,4.5,16,February,2
750-90-4206,Branche A,Yangon,Member,Female,Fashion accessories,14.25,2,1.48,29.98,2019-02-11 08:05:45.945945,13:37,Ewallet,28.5,5.2,1.48,9.7,13,February,2
750-77-9455,Branche A,Yangon,Member,Male,Sports and travel,59.55,8,27.15,503.55,2019-02-11 10:14:03.243243,12:02,Cash,476.4,5.7,27.15,4.6,12,February,2
750-12-6309,Branche B,Mandalay,Normal,Male,Home and lifestyle,22.6,4,4.97,95.37,2019-02-11 10:14:03.243243,20:41,Ewallet,90.4,5.5,4.97,5.5,20,February,2
750-31-9052,Branche B,Mandalay,Normal,Male,Food and beverages,90.61,3,13.05,284.88,2019-02-11 12:22:20.540540,18:43,Cash,271.83,4.8,13.05,6.4,18,February,2
750-22-8635,Branche A,Yangon,Member,Male,Home and lifestyle,38.34,10,21.09,404.49,2019-02-11 12:22:20.540540,15:13,Credit card,383.4,5.5,21.09,4.3,15,February,2
750-76-2309,Branche A,Yangon,Normal,Female,Electronic accessories,13.63,7,4.29,99.7,2019-02-11 14:30:37.837837,15:43,Cash,95.41,4.5,4.29,4.2,15,February,2
750-60-6429,Branche A,Yangon,Normal,Female,Home and lifestyle,38.38,1,2.11,40.49,2019-02-11 14:30:37.837837,13:53,Ewallet,38.38,5.5,2.11,8.5,13,February,2
750-32-2082,Branche C,Naypyitaw,Member,Male,Sports and travel,99.33,5,28.31,524.96,2019-02-11 18:47:12.432432,15:02,Credit card,496.65,5.7,28.31,6.9,15,February,2
750-21-2617,Branche C,Naypyitaw,Member,Male,Electronic accessories,94.23,7,29.68,689.29,2019-02-11 20:55:29.729729,16:49,Cash,659.61,4.5,29.68,4.2,16,February,2
750-75-4871,Branche B,Mandalay,Member,Male,Sports and travel,27.11,6,9.27,171.93,2019-02-11 23:03:47.027027,14:32,Cash,162.66,5.7,9.27,9.7,14,February,2
750-55-3478,Branche A,Yangon,Normal,Male,Fashion accessories,12.03,2,1.25,25.31,2019-02-12 01:12:04.324324,15:01,Ewallet,24.06,5.2,1.25,9.6,15,February,2
750-38-6631,Branche C,Naypyitaw,Member,Male,Electronic accessories,41.1,1,1.85,42.95,2019-02-12 01:12:04.324324,15:19,Cash,41.1,4.5,1.85,5.2,15,February,2
750-65-6468,Branche A,Yangon,Normal,Male,Home and lifestyle,17.25,2,1.9,36.4,2019-02-12 03:20:21.621621,11:57,Cash,34.5,5.5,1.9,5.8,11,February,2
750-34-2331,Branche B,Mandalay,Normal,Female,Electronic accessories,82.89,7,26.11,606.34,2019-02-12 03:20:21.621621,13:26,Credit card,580.23,4.5,26.11,8.8,13,February,2
750-56-7118,Branche B,Mandalay,Normal,Female,Fashion accessories,55.01,2,5.72,115.74,2019-02-12 07:36:56.216216,14:15,Credit card,110.02,5.2,5.72,5.2,14,February,2
750-82-7004,Branche A,Yangon,Normal,Male,Fashion accessories,14.6,10,7.59,153.59,2019-02-12 11:53:30.810810,12:42,Cash,146.0,5.2,7.59,8.6,12,February,2
750-65-2354,Branche B,Mandalay,Member,Female,Health and beauty,45.3,9,24.46,432.16,2019-02-12 16:10:05.405405,19:47,Ewallet,407.7,6.0,24.46,9.0,19,February,2
750-20-9983,Branche B,Mandalay,Normal,Female,Food and beverages,74.99,8,28.8,628.72,2019-02-12 18:18:22.702702,17:46,Ewallet,599.92,4.8,28.8,5.8,17,February,2
750-45-8176,Branche B,Mandalay,Member,Female,Health and beauty,32.77,9,17.7,312.63,2019-02-12 18:18:22.702702,15:24,Ewallet,294.93,6.0,17.7,9.1,15,February,2
750-21-4517,Branche B,Mandalay,Normal,Female,Food and beverages,48.95,3,7.05,153.9,2019-02-12 18:18:22.702702,16:44,Cash,146.85,4.8,7.05,6.0,16,February,2
750-35-4646,Branche C,Naypyitaw,Normal,Female,Home and lifestyle,26.28,7,10.12,194.08,2019-02-12 20:26:40.000000,18:16,Credit card,183.96,5.5,10.12,9.1,18,February,2
750-97-1071,Branche B,Mandalay,Member,Male,Food and beverages,67.69,8,25.99,567.51,2019-02-12 22:34:57.297297,17:23,Cash,541.52,4.8,25.99,9.4,17,February,2
750-47-3091,Branche A,Yangon,Normal,Male,Fashion accessories,85.52,5,22.24,449.84,2019-02-13 00:43:14.594594,14:50,Credit card,427.6,5.2,22.24,7.7,14,February,2
750-48-4084,Branche A,Yangon,Member,Male,Fashion accessories,78.6,3,12.26,248.06,2019-02-13 02:51:31.891891,15:06,Credit card,235.8,5.2,12.26,6.0,15,February,2
750-25-4055,Branche B,Mandalay,Normal,Female,Home and lifestyle,33.1,8,14.56,279.36,2019-02-13 04:59:49.189189,13:23,Credit card,264.8,5.5,14.56,4.6,13,February,2
750-93-2286,Branche B,Mandalay,Normal,Female,Electronic accessories,56.92,2,5.12,118.96,2019-02-13 13:32:58.378378,14:17,Cash,113.84,4.5,5.12,7.2,14,February,2
750-34-9244,Branche A,Yangon,Normal,Male,Sports and travel,16.35,8,7.46,138.26,2019-02-13 15:41:15.675675,12:39,Ewallet,130.8,5.7,7.46,8.4,12,February,2
750-56-8392,Branche C,Naypyitaw,Normal,Male,Home and lifestyle,39.42,9,19.51,374.29,2019-02-13 15:41:15.675675,16:46,Ewallet,354.78,5.5,19.51,9.3,16,February,2
750-68-3324,Branche C,Naypyitaw,Member,Female,Sports and travel,96.71,10,55.12,1022.22,2019-02-13 15:41:15.675675,13:51,Ewallet,967.1,5.7,55.12,4.5,13,February,2
750-55-7227,Branche B,Mandalay,Member,Female,Electronic accessories,33.5,1,1.51,35.01,2019-02-13 17:49:32.972972,14:38,Cash,33.5,4.5,1.51,9.9,14,February,2
750-11-3291,Branche C,Naypyitaw,Member,Female,Fashion accessories,90.16,9,42.19,853.63,2019-02-13 22:06:07.567567,17:32,Ewallet,811.44,5.2,42.19,6.0,17,February,2
750-47-7565,Branche C,Naypyitaw,Normal,Male,Food and beverages,63.87,5,15.33,334.68,2019-02-13 22:06:07.567567,16:03,Credit card,319.35,4.8,15.33,8.2,16,February,2
750-75-1879,Branche B,Mandalay,Member,Male,Home and lifestyle,41.78,4,9.19,176.31,2019-02-14 04:30:59.459459,18:41,Ewallet,167.12,5.5,9.19,8.1,18,February,2
750-15-1026,Branche C,Naypyitaw,Normal,Female,Food and beverages,82.37,7,27.68,604.27,2019-02-14 06:39:16.756756,17:33,Cash,576.59,4.8,27.68,9.8,17,February,2
750-87-3817,Branche A,Yangon,Normal,Male,Electronic accessories,17.9,8,6.44,149.64,2019-02-14 08:47:34.054054,13:26,Ewallet,143.2,4.5,6.44,8.3,13,February,2
750-16-8401,Branche B,Mandalay,Member,Female,Health and beauty,61.48,3,11.07,195.51,2019-02-14 08:47:34.054054,14:46,Credit card,184.44,6.0,11.07,7.7,14,February,2
750-19-2757,Branche A,Yangon,Member,Male,Food and beverages,16.91,7,5.68,124.05,2019-02-14 13:04:08.648648,12:58,Cash,118.37,4.8,5.68,6.7,12,February,2
750-59-2508,Branche C,Naypyitaw,Member,Female,Electronic accessories,95.13,7,29.97,695.88,2019-02-14 15:12:25.945945,12:35,Ewallet,665.91,4.5,29.97,6.9,12,February,2
750-25-7690,Branche C,Naypyitaw,Normal,Male,Food and beverages,73.16,9,31.61,690.05,2019-02-14 15:12:25.945945,19:18,Ewallet,658.44,4.8,31.61,8.2,19,February,2
750-17-3861,Branche C,Naypyitaw,Member,Male,Electronic accessories,80.22,3,10.83,251.49,2019-02-14 15:12:25.945945,18:13,Ewallet,240.66,4.5,10.83,5.5,18,February,2
750-77-8970,Branche C,Naypyitaw,Member,Male,Food and beverages,20.84,10,10.0,218.4,2019-02-14 15:12:25.945945,10:37,Credit card,208.4,4.8,10.0,4.1,10,February,2
750-68-9167,Branche C,Naypyitaw,Normal,Female,Electronic accessories,11.81,2,1.06,24.68,2019-02-14 15:12:25.945945,13:00,Ewallet,23.62,4.5,1.06,5.9,13,February,2
750-38-3049,Branche C,Naypyitaw,Member,Male,Health and beauty,52.97,2,6.36,112.3,2019-02-14 17:20:43.243243,11:31,Ewallet,105.94,6.0,6.36,7.5,11,February,2
750-65-2126,Branche A,Yangon,Normal,Female,Fashion accessories,33.38,5,8.68,175.58,2019-02-14 17:20:43.243243,12:13,Ewallet,166.9,5.2,8.68,7.6,12,February,2
750-89-1974,Branche A,Yangon,Normal,Female,Electronic accessories,46.24,10,20.81,483.21,2019-02-14 17:20:43.243243,19:12,Credit card,462.4,4.5,20.81,8.3,19,February,2
750-18-3126,Branche B,Mandalay,Member,Female,Sports and travel,61.33,8,27.97,518.61,2019-02-14 17:20:43.243243,16:47,Credit card,490.64,5.7,27.97,6.6,16,February,2
750-28-6949,Branche B,Mandalay,Member,Male,Home and lifestyle,70.23,4,15.45,296.37,2019-02-14 21:37:17.837837,13:56,Ewallet,280.92,5.5,15.45,4.1,13,February,2
750-70-5367,Branche A,Yangon,Member,Male,Home and lifestyle,19.81,6,6.54,125.4,2019-02-15 01:53:52.432432,18:33,Ewallet,118.86,5.5,6.54,7.0,18,February,2
750-86-5040,Branche C,Naypyitaw,Normal,Male,Fashion accessories,25.46,9,11.92,241.06,2019-02-15 04:02:09.729729,15:43,Cash,229.14,5.2,11.92,6.9,15,February,2
750-48-5145,Branche A,Yangon,Member,Male,Health and beauty,66.09,4,15.86,280.22,2019-02-15 04:02:09.729729,19:59,Ewallet,264.36,6.0,15.86,7.5,19,February,2
750-79-7190,Branche A,Yangon,Member,Female,Health and beauty,71.55,3,12.88,227.53,2019-02-15 06:10:27.027027,18:40,Cash,214.65,6.0,12.88,8.8,18,February,2
750-37-6142,Branche C,Naypyitaw,Member,Male,Health and beauty,13.97,9,7.54,133.27,2019-02-15 08:18:44.324324,12:12,Credit card,125.73,6.0,7.54,5.9,12,February,2
750-28-8983,Branche A,Yangon,Normal,Female,Home and lifestyle,89.87,5,24.71,474.06,2019-02-15 14:43:36.216216,13:35,Ewallet,449.35,5.5,24.71,4.9,13,February,2
750-94-2590,Branche B,Mandalay,Normal,Male,Fashion accessories,30.22,6,9.43,190.75,2019-02-15 16:51:53.513513,13:42,Cash,181.32,5.2,9.43,9.7,13,February,2
750-12-6054,Branche C,Naypyitaw,Normal,Male,Electronic accessories,89.16,7,28.09,652.21,2019-02-15 16:51:53.513513,11:43,Cash,624.12,4.5,28.09,8.2,11,February,2
750-89-7617,Branche C,Naypyitaw,Normal,Female,Food and beverages,72.02,9,31.11,679.29,2019-02-15 19:00:10.810810,14:01,Ewallet,648.18,4.8,31.11,7.6,14,February,2
750-91-1845,Branche C,Naypyitaw,Member,Male,Food and beverages,38.13,6,10.98,239.76,2019-02-15 21:08:28.108108,16:20,Cash,228.78,4.8,10.98,6.1,16,February,2
750-86-1659,Branche B,Mandalay,Member,Female,Health and beauty,77.69,10,46.61,823.51,2019-02-15 23:16:45.405405,12:25,Cash,776.9,6.0,46.61,4.3,12,February,2
750-25-3030,Branche C,Naypyitaw,Normal,Male,Fashion accessories,72.74,5,18.91,382.61,2019-02-15 23:16:45.405405,20:40,Credit card,363.7,5.2,18.91,4.8,20,February,2
750-11-1455,Branche C,Naypyitaw,Member,Male,Fashion accessories,24.06,7,8.76,177.18,2019-02-16 03:33:20.000000,10:37,Ewallet,168.42,5.2,8.76,7.8,10,February,2
750-36-6154,Branche B,Mandalay,Member,Female,Food and beverages,28.37,10,13.62,297.32,2019-02-16 05:41:37.297297,16:35,Credit card,283.7,4.8,13.62,6.8,16,February,2
750-66-6973,Branche A,Yangon,Normal,Female,Sports and travel,61.49,4,14.02,259.98,2019-02-16 09:58:11.891891,14:49,Ewallet,245.96,5.7,14.02,9.4,14,February,2
750-39-3175,Branche A,Yangon,Normal,Female,Health and beauty,79.77,4,19.14,338.22,2019-02-16 16:23:03.783783,13:23,Ewallet,319.08,6.0,19.14,5.1,13,February,2
750-25-9552,Branche A,Yangon,Member,Female,Fashion accessories,92.66,3,14.45,292.43,2019-02-16 16:23:03.783783,12:57,Credit card,277.98,5.2,14.45,4.3,12,February,2
750-26-8881,Branche C,Naypyitaw,Normal,Female,Electronic accessories,89.14,1,4.01,93.15,2019-02-16 18:31:21.081081,15:22,Credit card,89.14,4.5,4.01,4.2,15,February,2
750-15-6278,Branche A,Yangon,Member,Female,Sports and travel,15.27,2,1.74,32.28,2019-02-16 20:39:38.378378,19:47,Cash,30.54,5.7,1.74,9.0,19,February,2
750-60-4722,Branche A,Yangon,Member,Male,Home and lifestyle,21.76,8,9.57,183.65,2019-02-16 22:47:55.675675,17:39,Cash,174.08,5.5,9.57,4.5,17,February,2
750-91-1498,Branche A,Yangon,Normal,Male,Home and lifestyle,75.28,6,24.84,476.52,2019-02-16 22:47:55.675675,13:09,Credit card,451.68,5.5,24.84,9.5,13,February,2
750-85-4324,Branche A,Yangon,Member,Female,Food and beverages,27.93,6,8.04,175.62,2019-02-17 00:56:12.972972,11:23,Credit card,167.58,4.8,8.04,5.3,11,February,2
750-29-4371,Branche C,Naypyitaw,Member,Female,Food and beverages,32.37,1,1.55,33.92,2019-02-17 00:56:12.972972,20:38,Credit card,32.37,4.8,1.55,8.7,20,February,2
750-15-9983,Branche B,Mandalay,Normal,Male,Food and beverages,25.72,3,3.7,80.86,2019-02-17 03:04:30.270270,12:56,Cash,77.16,4.8,3.7,6.6,12,February,2
750-62-9653,Branche B,Mandalay,Normal,Male,Electronic accessories,17.75,3,2.4,55.65,2019-02-17 05:12:47.567567,16:39,Cash,53.25,4.5,2.4,5.9,16,February,2
750-94-4606,Branche C,Naypyitaw,Member,Male,Home and lifestyle,99.8,5,27.44,526.44,2019-02-17 09:29:22.162162,15:06,Credit card,499.0,5.5,27.44,8.2,15,February,2
750-47-5053,Branche A,Yangon,Member,Male,Electronic accessories,52.09,3,7.03,163.3,2019-02-17 09:29:22.162162,11:30,Credit card,156.27,4.5,7.03,5.1,11,February,2
750-25-6828,Branche B,Mandalay,Normal,Female,Food and beverages,61.94,9,26.76,584.22,2019-02-17 09:29:22.162162,14:28,Ewallet,557.46,4.8,26.76,7.3,14,February,2
750-68-8408,Branche A,Yangon,Normal,Male,Home and lifestyle,55.51,1,3.05,58.56,2019-02-17 15:54:14.054054,12:08,Ewallet,55.51,5.5,3.05,9.3,12,February,2
750-63-3996,Branche C,Naypyitaw,Member,Female,Home and lifestyle,36.82,10,20.25,388.45,2019-02-17 18:02:31.351351,12:02,Ewallet,368.2,5.5,20.25,8.0,12,February,2
750-84-9950,Branche A,Yangon,Member,Female,Sports and travel,17.14,2,1.95,36.23,2019-02-17 20:10:48.648648,13:42,Ewallet,34.28,5.7,1.95,6.4,13,February,2
750-50-7820,Branche B,Mandalay,Normal,Female,Food and beverages,91.48,2,8.78,191.74,2019-02-18 00:27:23.243243,14:12,Ewallet,182.96,4.8,8.78,5.5,14,February,2
750-85-4736,Branche C,Naypyitaw,Normal,Male,Electronic accessories,46.76,5,10.52,244.32,2019-02-18 02:35:40.540540,18:36,Cash,233.8,4.5,10.52,8.8,18,February,2
750-44-8526,Branche B,Mandalay,Member,Female,Sports and travel,58.71,8,26.77,496.45,2019-02-18 02:35:40.540540,18:34,Cash,469.68,5.7,26.77,5.7,18,February,2
750-37-9660,Branche C,Naypyitaw,Normal,Female,Electronic accessories,51.96,5,11.69,271.49,2019-02-18 06:52:15.135135,10:22,Ewallet,259.8,4.5,11.69,6.4,10,February,2
750-47-9801,Branche A,Yangon,Normal,Male,Electronic accessories,41.93,9,16.98,394.35,2019-02-18 06:52:15.135135,18:08,Cash,377.37,4.5,16.98,6.4,18,February,2
750-92-9701,Branche B,Mandalay,Member,Female,Electronic accessories,75.58,1,3.4,78.98,2019-02-18 09:00:32.432432,18:17,Ewallet,75.58,4.5,3.4,4.7,18,February,2
750-80-2711,Branche B,Mandalay,Member,Male,Home and lifestyle,56.63,1,3.11,59.74,2019-02-18 11:08:49.729729,13:25,Cash,56.63,5.5,3.11,6.4,13,February,2
750-59-6143,Branche A,Yangon,Normal,Male,Food and beverages,72.1,4,13.84,302.24,2019-02-18 13:17:07.027027,12:11,Ewallet,288.4,4.8,13.84,4.7,12,February,2
750-60-3094,Branche C,Naypyitaw,Normal,Male,Sports and travel,62.61,6,21.41,397.07,2019-02-18 15:25:24.324324,14:11,Credit card,375.66,5.7,21.41,4.2,14,February,2
750-33-3899,Branche B,Mandalay,Normal,Male,Fashion accessories,64.08,1,3.33,67.41,2019-02-18 15:25:24.324324,19:42,Credit card,64.08,5.2,3.33,4.5,19,February,2
750-15-9382,Branche B,Mandalay,Normal,Male,Home and lifestyle,78.72,1,4.33,83.05,2019-02-18 15:25:24.324324,14:45,Cash,78.72,5.5,4.33,7.8,14,February,2
750-86-5381,Branche C,Naypyitaw,Normal,Male,Health and beauty,64.88,3,11.68,206.32,2019-02-18 15:25:24.324324,13:03,Cash,194.64,6.0,11.68,9.1,13,February,2
750-23-7337,Branche B,Mandalay,Normal,Female,Fashion accessories,57.11,2,5.94,120.16,2019-02-18 21:50:16.216216,14:15,Ewallet,114.22,5.2,5.94,9.5,14,February,2
750-28-2620,Branche A,Yangon,Member,Female,Health and beauty,80.5,3,14.49,255.99,2019-02-19 04:15:08.108108,12:57,Ewallet,241.5,6.0,14.49,4.6,12,February,2
750-88-3303,Branche A,Yangon,Member,Female,Fashion accessories,41.49,4,8.63,174.59,2019-02-19 04:15:08.108108,19:00,Ewallet,165.96,5.2,8.63,9.5,19,February,2
750-85-5314,Branche B,Mandalay,Normal,Female,Sports and travel,19.31,6,6.6,122.46,2019-02-19 08:31:42.702702,11:59,Ewallet,115.86,5.7,6.6,7.9,11,February,2
750-49-1183,Branche B,Mandalay,Member,Female,Fashion accessories,70.8,3,11.04,223.44,2019-02-19 19:13:09.189189,13:35,Credit card,212.4,5.2,11.04,5.9,13,February,2
750-83-5052,Branche C,Naypyitaw,Normal,Female,Fashion accessories,45.27,10,23.54,476.24,2019-02-19 19:13:09.189189,15:09,Credit card,452.7,5.2,23.54,7.5,15,February,2
750-38-4902,Branche B,Mandalay,Normal,Female,Fashion accessories,23.2,9,10.86,219.66,2019-02-19 19:13:09.189189,14:57,Cash,208.8,5.2,10.86,8.3,14,February,2
750-75-2620,Branche B,Mandalay,Member,Female,Home and lifestyle,61.93,2,6.81,130.67,2019-02-19 21:21:26.486486,15:04,Credit card,123.86,5.5,6.81,6.8,15,February,2
750-34-6265,Branche A,Yangon,Normal,Female,Sports and travel,22.83,10,13.01,241.31,2019-02-19 21:21:26.486486,15:44,Credit card,228.3,5.7,13.01,4.6,15,February,2
750-24-4825,Branche C,Naypyitaw,Normal,Male,Fashion accessories,21.15,5,5.5,111.25,2019-02-20 01:38:01.081081,17:00,Cash,105.75,5.2,5.5,5.6,17,February,2
750-46-7342,Branche A,Yangon,Member,Male,Health and beauty,61.92,6,22.29,393.81,2019-02-20 08:02:52.972972,13:52,Ewallet,371.52,6.0,22.29,5.1,13,February,2
750-28-5587,Branche C,Naypyitaw,Normal,Female,Health and beauty,96.54,7,40.55,716.33,2019-02-20 08:02:52.972972,19:33,Ewallet,675.78,6.0,40.55,8.3,19,February,2
750-41-6399,Branche A,Yangon,Normal,Male,Food and beverages,76.07,6,21.91,478.33,2019-02-20 12:19:27.567567,16:06,Credit card,456.42,4.8,21.91,10.0,16,February,2
750-90-2639,Branche A,Yangon,Normal,Male,Electronic accessories,53.43,3,7.21,167.5,2019-02-20 12:19:27.567567,17:07,Ewallet,160.29,4.5,7.21,9.8,17,February,2
750-54-2681,Branche B,Mandalay,Member,Male,Health and beauty,60.81,4,14.59,257.83,2019-02-20 14:27:44.864864,15:00,Ewallet,243.24,6.0,14.59,6.4,15,February,2
750-10-6083,Branche B,Mandalay,Member,Male,Sports and travel,40.86,10,23.29,431.89,2019-02-20 16:36:02.162162,20:12,Cash,408.6,5.7,23.29,8.9,20,February,2
750-43-6362,Branche B,Mandalay,Member,Male,Health and beauty,96.14,2,11.54,203.82,2019-02-20 16:36:02.162162,15:56,Credit card,192.28,6.0,11.54,7.4,15,February,2
750-73-6480,Branche A,Yangon,Member,Male,Electronic accessories,74.36,5,16.73,388.53,2019-02-20 18:44:19.459459,19:16,Cash,371.8,4.5,16.73,9.2,19,February,2
750-37-5248,Branche A,Yangon,Member,Male,Electronic accessories,20.83,4,3.75,87.07,2019-02-20 23:00:54.054054,15:23,Ewallet,83.32,4.5,3.75,9.2,15,February,2
750-77-8189,Branche A,Yangon,Member,Male,Health and beauty,11.46,1,0.69,12.15,2019-02-21 01:09:11.351351,14:47,Cash,11.46,6.0,0.69,7.8,14,February,2
750-80-8816,Branche A,Yangon,Member,Female,Sports and travel,78.93,2,9.0,166.86,2019-02-21 09:42:20.540540,18:53,Ewallet,157.86,5.7,9.0,7.9,18,February,2
750-69-8540,Branche C,Naypyitaw,Member,Female,Food and beverages,84.19,6,24.25,529.39,2019-02-21 09:42:20.540540,12:17,Ewallet,505.14,4.8,24.25,4.6,12,February,2
750-83-5559,Branche A,Yangon,Member,Female,Health and beauty,30.9,8,14.83,262.03,2019-02-21 09:42:20.540540,11:44,Ewallet,247.2,6.0,14.83,8.4,11,February,2
750-43-9998,Branche B,Mandalay,Normal,Male,Health and beauty,88.83,5,26.65,470.8,2019-02-21 13:58:55.135135,15:02,Ewallet,444.15,6.0,26.65,7.2,15,February,2
750-90-3686,Branche A,Yangon,Normal,Female,Home and lifestyle,98.82,6,32.61,625.53,2019-02-21 18:15:29.729729,12:49,Cash,592.92,5.5,32.61,6.6,12,February,2
750-38-3670,Branche B,Mandalay,Member,Female,Fashion accessories,59.2,7,21.55,435.95,2019-02-21 20:23:47.027027,10:08,Cash,414.4,5.2,21.55,7.1,10,February,2
750-16-2896,Branche A,Yangon,Normal,Female,Home and lifestyle,89.94,5,24.73,474.43,2019-02-21 20:23:47.027027,13:09,Ewallet,449.7,5.5,24.73,6.3,13,February,2
750-25-2526,Branche A,Yangon,Member,Male,Home and lifestyle,30.7,1,1.69,32.39,2019-02-21 20:23:47.027027,16:41,Ewallet,30.7,5.5,1.69,9.6,16,February,2
750-84-8082,Branche C,Naypyitaw,Normal,Male,Electronic accessories,14.54,5,3.27,75.97,2019-02-21 20:23:47.027027,15:31,Cash,72.7,4.5,3.27,5.7,15,February,2
750-78-3261,Branche B,Mandalay,Member,Female,Health and beauty,27.03,3,4.87,85.96,2019-02-21 22:32:04.324324,11:21,Credit card,81.09,6.0,4.87,7.2,11,February,2
750-61-5389,Branche B,Mandalay,Normal,Female,Fashion accessories,36.84,1,1.92,38.76,2019-02-22 00:40:21.621621,15:23,Ewallet,36.84,5.2,1.92,9.4,15,February,2
750-68-2178,Branche A,Yangon,Normal,Female,Sports and travel,50.21,3,8.59,159.22,2019-02-22 02:48:38.918918,13:44,Cash,150.63,5.7,8.59,8.8,13,February,2
750-53-9102,Branche C,Naypyitaw,Normal,Female,Health and beauty,81.88,7,34.39,607.55,2019-02-22 07:05:13.513513,13:14,Cash,573.16,6.0,34.39,7.6,13,February,2
750-18-9382,Branche B,Mandalay,Member,Female,Food and beverages,67.76,6,19.51,426.07,2019-02-22 09:13:30.810810,16:38,Cash,406.56,4.8,19.51,9.9,16,February,2
750-96-4290,Branche C,Naypyitaw,Normal,Male,Home and lifestyle,53.54,6,17.67,338.91,2019-02-22 11:21:48.108108,12:33,Credit card,321.24,5.5,17.67,7.6,12,February,2
750-58-8988,Branche C,Naypyitaw,Normal,Male,Home and lifestyle,82.87,10,45.58,874.28,2019-02-22 13:30:05.405405,18:51,Ewallet,828.7,5.5,45.58,8.5,18,February,2
750-27-9050,Branche C,Naypyitaw,Normal,Female,Fashion accessories,38.37,3,5.99,121.1,2019-02-22 15:38:22.702702,19:14,Credit card,115.11,5.2,5.99,5.5,19,February,2
750-58-6834,Branche A,Yangon,Member,Male,Electronic accessories,33.14,4,5.97,138.53,2019-02-22 17:46:40.000000,14:19,Ewallet,132.56,4.5,5.97,9.3,14,February,2
750-76-7196,Branche B,Mandalay,Normal,Female,Home and lifestyle,83.7,10,46.04,883.04,2019-02-22 17:46:40.000000,15:25,Credit card,837.0,5.5,46.04,9.2,15,February,2
750-90-4951,Branche B,Mandalay,Normal,Male,Food and beverages,89.76,10,43.08,940.68,2019-02-22 22:03:14.594594,14:54,Credit card,897.6,4.8,43.08,5.4,14,February,2
750-51-5124,Branche A,Yangon,Normal,Female,Food and beverages,91.02,10,43.69,953.89,2019-02-23 00:11:31.891891,19:25,Cash,910.2,4.8,43.69,7.1,19,February,2
750-97-3795,Branche B,Mandalay,Member,Female,Home and lifestyle,40.97,6,13.52,259.34,2019-02-23 02:19:49.189189,11:01,Credit card,245.82,5.5,13.52,10.0,11,February,2
750-88-8702,Branche C,Naypyitaw,Normal,Female,Fashion accessories,68.39,4,14.23,287.79,2019-02-23 08:44:41.081081,14:55,Credit card,273.56,5.2,14.23,4.9,14,February,2
750-65-4807,Branche A,Yangon,Member,Male,Home and lifestyle,35.85,7,13.8,264.75,2019-02-23 17:17:50.270270,10:41,Credit card,250.95,5.5,13.8,4.6,10,February,2
750-74-4796,Branche B,Mandalay,Member,Male,Home and lifestyle,62.36,5,17.15,328.95,2019-02-23 17:17:50.270270,14:12,Cash,311.8,5.5,17.15,4.1,14,February,2
750-38-7074,Branche B,Mandalay,Normal,Male,Electronic accessories,58.11,3,7.84,182.17,2019-02-23 19:26:07.567567,19:08,Ewallet,174.33,4.5,7.84,9.6,19,February,2
750-50-5270,Branche C,Naypyitaw,Normal,Female,Electronic accessories,89.02,1,4.01,93.03,2019-02-23 19:26:07.567567,10:02,Ewallet,89.02,4.5,4.01,5.4,10,February,2
750-82-4667,Branche B,Mandalay,Member,Female,Electronic accessories,83.07,5,18.69,434.04,2019-02-23 23:42:42.162162,11:35,Credit card,415.35,4.5,18.69,5.6,11,February,2
750-60-8529,Branche A,Yangon,Normal,Female,Sports and travel,46.06,9,23.63,438.17,2019-02-24 03:59:16.756756,19:28,Cash,414.54,5.7,23.63,8.4,19,February,2
750-34-6630,Branche A,Yangon,Normal,Female,Home and lifestyle,80.66,9,39.93,765.87,2019-02-24 10:24:08.648648,10:11,Cash,725.94,5.5,39.93,7.5,10,February,2
